23.700001,-14.882830,26.313015,19.406233,10.748512,-36.691147,23.700001,-13.843103,20.636375,23.700001,5.851071,2.060921
-23.700001,23.700001,-20.614836,-23.700001,-23.700001,39.210590,-23.700001,-0.933242,-6.736055,-23.700001,-2.118678,14.429198
23.700001,0.074939,30.726465,23.700001,0.599164,-14.878281,23.700001,-17.865831,15.436941,23.700001,3.276460,-10.118590
-23.700001,23.700001,-13.871321,-23.700001,-21.247456,20.601044,-17.677570,-1.555305,-13.643929,-18.500782,-13.684025,7.373337
23.700001,6.515539,26.246799,23.700001,-13.625006,-0.572304,23.700001,-16.370245,11.200678,23.700001,-1.703783,-24.997368
-23.700001,17.401550,7.965324,-23.172621,-23.700001,15.737962,-21.779888,2.660400,-23.562281,-19.278011,-22.774418,9.835135
23.700001,4.407675,20.976028,23.700001,-19.581869,-4.843667,23.700001,-21.214077,21.932419,23.700001,3.311399,-30.437717
-23.700001,11.440115,4.066826,-23.540846,-23.700001,10.459376,-23.132343,14.916707,-39.271530,-22.686192,-18.705050,17.080868
23.700001,-7.828771,17.452591,23.700001,-19.106731,-13.969136,23.700001,-23.700001,45.109383,23.700001,11.099366,-24.957901
-23.700001,1.967864,-1.567197,-23.700001,-23.700001,6.038669,-22.798878,22.137531,-45.430000,-22.677076,-3.328785,17.746380
23.700001,-16.170872,11.817970,23.700001,-13.967785,-22.698013,23.700001,-23.700001,45.430000,23.700001,15.541655,-9.347557
-23.700001,-0.973076,-5.286167,-23.700001,-23.700001,10.462206,-23.700001,23.700001,-45.430000,-20.732389,12.100439,13.338536
23.700001,-15.646478,7.855620,23.640713,-18.115665,-32.644714,23.700001,-9.912767,45.430000,23.700001,11.568518,3.056018
-23.700001,1.006309,-9.649956,-23.700001,-23.700001,21.282070,-23.700001,23.700001,-26.472397,-22.403509,11.674389,7.362062
23.700001,-14.897929,8.221148,17.877373,-7.417501,-45.430000,23.700001,13.452274,39.580254,23.700001,-1.160110,2.243180
-23.700001,0.747903,-15.260206,-23.700001,-23.700001,42.869125,-23.700001,23.700001,6.229051,-23.700001,2.740460,1.155806
23.700001,-17.029303,7.502055,17.900352,-0.662209,-39.339069,23.700001,5.806316,35.709480,23.700001,-2.874415,-7.516883
-23.700001,4.201768,-21.396610,-23.700001,-23.700001,42.250805,-22.989668,18.809227,9.268394,-23.193121,1.851434,1.416926
23.700001,-20.941948,16.365562,20.309515,-7.059294,-34.478424,23.700001,-4.391780,29.059776,23.700001,1.707410,-9.045237
-23.700001,14.170833,-25.642254,-23.700001,-23.700001,30.824205,-18.410263,10.209898,3.744221,-22.115944,0.124523,11.220962
23.700001,-11.215570,29.625095,22.237745,-11.073031,-22.659956,23.700001,-10.286378,20.515638,23.700001,7.353617,-6.438503
-23.700001,23.700001,-20.774296,-23.700001,-23.700001,17.122143,-19.023499,2.591347,-7.795740,-23.700001,-2.432644,9.605598
23.700001,2.483572,30.061974,23.700001,-11.492848,-14.946756,23.700001,-13.707292,8.200278,23.700001,2.274310,-15.361005
-23.700001,23.700001,-12.523415,-23.700001,-23.700001,12.288684,-19.131815,-4.910890,-21.754541,-23.700001,-17.410444,9.799228
23.700001,-0.111777,30.644821,23.700001,-13.275393,-9.405506,23.700001,-20.016811,11.374223,23.700001,-0.020247,-26.350338
-23.700001,9.791224,9.179182,-23.700001,-23.700001,11.001698,-20.298107,11.596769,-30.622349,-23.700001,-18.524937,15.582285
23.700001,-5.596144,21.082172,23.700001,-11.233264,-16.405376,23.700001,-17.784462,31.780037,23.700001,7.905931,-24.086887
-23.700001,0.799203,1.106346,-23.700001,-23.700001,7.619795,-23.700001,23.700001,-30.705883,-23.700001,-6.899082,23.317980
23.700001,-16.150787,12.870805,20.153564,-8.679083,-23.214581,23.700001,-8.176906,37.611320,23.700001,19.099804,-14.376574
-23.619030,-7.052599,-8.022369,-23.700001,-23.700001,16.312365,-23.700001,23.700001,-22.278549,-23.700001,9.832477,24.467587
23.700001,-21.366968,4.469965,16.912550,6.245120,-42.366539,22.518950,1.759708,33.886406,23.700001,23.700001,-5.557464
-18.202259,-11.501722,-16.286026,-23.700001,-23.700001,45.430000,-23.700001,23.700001,-16.629759,-23.700001,14.214344,25.784243
23.700001,-23.700001,3.206746,20.185833,12.609506,-45.430000,23.023991,-16.173611,40.693954,23.700001,13.804124,18.785954
-16.064823,3.622003,-20.931950,-23.700001,-23.700001,45.430000,-23.700001,11.888097,2.016024,-22.256441,18.788038,21.756927
23.700001,-20.460857,20.081341,17.491859,3.389523,-32.525307,21.351250,-9.731445,19.241959,23.700001,8.947088,5.947798
-16.027077,17.487278,-28.620329,-23.700001,-23.700001,37.078712,-23.700001,7.531352,-12.684453,-17.091160,1.980003,11.433464
23.700001,-12.961160,34.128063,19.365067,-0.570185,-19.725473,23.449205,-18.079330,13.172071,23.700001,1.657961,-8.604139
-20.301439,23.700001,-26.998945,-23.700001,-20.243668,20.924904,-23.700001,5.360837,-31.719948,-18.123161,-11.085477,7.448909
23.700001,-8.686441,37.074249,23.700001,1.702859,-16.502037,23.700001,-23.700001,24.915211,23.700001,-3.232626,-17.069817
-23.700001,21.781750,-11.775500,-23.700001,-20.640484,20.874527,-23.700001,9.555057,-38.849506,-23.700001,-14.954721,10.014266
23.700001,-6.424917,29.094963,23.700001,-4.232041,-18.601486,23.700001,-23.700001,33.962730,23.700001,2.174591,-22.455261
-23.700001,10.525438,0.951601,-23.700001,-22.328781,15.925120,-23.700001,19.443947,-37.465733,-23.700001,-11.168552,19.219112
23.700001,-10.635548,20.151016,23.700001,-4.369024,-26.565561,23.700001,-16.891607,38.317833,23.700001,13.441673,-20.639194
-23.700001,0.099961,0.784594,-23.700001,-23.700001,20.638369,-23.700001,23.700001,-29.874479,-23.700001,-1.594699,24.625130
21.262264,-17.662886,12.945585,23.700001,1.042652,-42.251221,23.700001,1.768847,35.822319,23.700001,17.169376,-13.236944
-23.700001,-8.358461,-5.829949,-23.700001,-23.700001,37.552795,-23.700001,23.700001,-18.928095,-23.700001,-6.850660,33.088848
22.270626,-20.578222,5.789264,23.700001,5.119425,-45.430000,23.700001,7.665030,36.789074,22.074972,7.767546,10.165056
-23.700001,-7.966816,-9.395824,-23.700001,-23.700001,40.266312,-23.700001,23.700001,6.942782,-23.700001,9.721756,20.108986
23.055134,-20.019806,3.189565,23.700001,14.479969,-44.161373,23.700001,12.714705,28.658049,16.491276,13.454654,3.917659
-23.700001,-6.811315,-17.776783,-23.700001,-23.700001,44.705357,-23.700001,23.401865,6.667445,-23.700001,4.309587,15.259235
23.700001,-22.932476,7.127693,23.700001,22.059710,-45.430000,23.700001,0.137316,28.695110,16.783375,8.378219,-1.453238
-23.700001,7.283187,-26.517788,-23.700001,-23.700001,45.430000,-23.700001,12.383969,-0.511646,-23.700001,-1.461540,10.458461
23.700001,-22.463787,28.096281,23.700001,14.133754,-16.121067,23.700001,-10.870880,21.368958,19.984869,4.095614,-14.274220
-18.238842,19.198952,-33.545437,-23.700001,-8.725142,27.842848,-23.700001,2.099990,-9.692289,-23.700001,-16.367216,10.387760
23.700001,-18.354507,42.166298,23.700001,6.543725,1.489855,23.700001,-13.045252,10.372163,23.700001,3.267483,-27.421049
-17.909420,23.700001,-37.095062,-23.700001,-9.387477,20.379589,-23.700001,-2.572530,-17.662910,-23.700001,-23.700001,18.263718
23.700001,-22.062084,45.430000,20.743307,1.636460,7.684914,23.700001,-13.867677,10.971921,23.700001,6.161395,-32.723255
-19.257738,-1.885560,-8.169586,-23.700001,-12.712215,17.484905,-23.700001,2.995263,-23.314169,-23.700001,-23.486042,25.924416
23.700001,-16.335718,16.252701,14.722604,-4.767451,-4.454125,23.700001,-11.885082,17.157944,23.700001,18.045757,-30.044331
-14.034452,-6.426224,-6.603523,-23.700001,-18.728123,5.009829,-23.614626,10.679285,-20.991364,-18.406193,-8.633106,31.035959
